FID,Long,Lat,SC
821,378822.0013,6400582.689,AF1
822,379352.6316,6394134.766,AF1
823,379225.268,6400248.273,AF1
824,374111.9799,6387478.022,AF1
825,382040.4813,6394673.604,AF1
826,379546.7743,6393994.074,AF1
827,381229.2894,6392549.508,AF1
828,379201.0612,6400619.428,AF1
829,380287.2294,6403661.695,AF1
830,376409.1898,6381765.233,AF1
831,382931.8722,6395033.363,AF1
832,379520.1122,6399867.075,AF1
833,378822.1221,6400572.712,AF1
834,381182.9821,6392181.943,AF1
835,378936.0375,6400707.146,AF1
836,378902.8022,6400891.914,AF1
837,379683.4302,6392080.812,AF1
838,383115.2375,6394687.351,AF1
839,377872.3634,6378977.959,M1
840,376788.6741,6392401.414,M1
841,375797.2238,6383168.055,M1
842,378357.9856,6376905.955,M1
843,374009.6919,6389632.317,M1
844,377220.065,6380184.098,M1
845,379594.9579,6399579.689,M1
846,377663.0888,6379302.491,M1
847,378562.5212,6378418.698,M1
848,379123.2855,6396330.755,M1
849,375027.8218,6384995.772,M1
850,378545.2184,6376462.495,M1
851,376717.3845,6379973.846,M1
852,378792.6293,6377228.401,M1
853,372864.2363,6391228.924,M1
854,374355.0189,6386871.227,M1
855,374558.6575,6386724.101,M1
856,377265.7742,6380202.404,M1
857,377506.7829,6379207.422,M1
858,376364.3849,6381598.35,M1
859,382192.4758,6391182.69,AF2
860,382213.069,6393890.615,AF2
861,379420.6515,6393943.764,AF2
862,386149.5833,6394423.038,AF2
863,379025.1282,6400486.464,AF2
864,375295.5182,6391861.714,AF2
865,383740.8566,6393203.335,AF2
866,383586.6512,6394916.833,AF2
867,381707.1193,6393571.952,AF2
868,378761.6887,6395642.24,AF2
869,375527.7458,6384095.005,M1
870,376489.43,6380438.947,M1
871,377567.4132,6377711.234,M1
872,376717.3845,6379973.846,M1
873,375981.0394,6383016.22,M1
874,375900.4149,6383164.908,M1
875,373994.4235,6390246.421,M1
876,376004.4976,6382864.601,M1
877,376872.4719,6379789.484,M1
878,377502.8165,6379377.026,M1
879,374163.1766,6388772.687,M1
880,377114.6571,6377793.239,M1
881,377208.1439,6379252.524,M1
882,377872.3634,6378977.959,M1
883,376750.5807,6381832.676,M1
884,373082.8704,6391165.733,M1
885,377313.302,6380528.989,M1
886,376566.0414,6380233.654,M1
887,376534.9639,6382660.521,M1
888,377261.4449,6378732.027,M1
889,377265.7742,6380202.404,M1
890,375807.5725,6382489.573,M1
891,377872.3634,6378977.959,M1
892,376326.7322,6382288.69,M1
893,378545.2184,6376462.495,M1
894,374112.9105,6388518.128,M1
895,377842.4611,6379122.849,M1
896,373120.5785,6391071.406,M1
897,377737.7595,6376892.79,M1
898,376364.3849,6381598.35,M1
899,377053.6853,6380068.938,M1
900,373007.7048,6390575.426,M1
901,378792.6293,6377228.401,M1
902,374383.0214,6391058.557,AM1
903,374837.5111,6387301.989,AM1
904,373784.885,6388785.645,AM1
905,373490.0938,6390277.735,AM1
906,374845.8743,6387607.025,AM1
907,375992.9367,6384017.651,AM1
908,377757.3669,6392014.154,AM1
909,372539.6849,6391435.462,AM1
910,378822.0013,6400582.689,AM1
911,375694.7896,6384386.501,AM1
912,372860.6327,6391143.497,AM1
913,381445.7873,6393524.5,AM1
914,375020.3614,6384992.352,AM1
915,379585.9368,6399704.875,AM1
916,371855.2557,6391804.255,AM1
917,377066.5712,6378800.582,AM1
918,372993.5438,6391031.534,AM1
919,373216.248,6391075.95,AM1
920,378562.5212,6378418.698,AM1
921,371742.6926,6391959.711,AM1
922,371672.635,6392006.49,AM1
923,376112.6873,6391887.419,AM1
924,377446.4538,6392569.184,AM1
925,373432.8085,6389541.846,AM1
926,376179.9146,6381579.421,AM1
927,380928.5524,6393053.755,AM1
928,374476.083,6391866.961,AM1
929,376092.0892,6391581.127,AM1
930,374973.0445,6386743.727,AM1
931,379679.0896,6397349.799,AM1
932,379123.2855,6396330.755,AM1
933,379594.9579,6399579.689,AM1
934,381117.8038,6391350.673,AM1
935,379609.169,6398789.288,AM1
936,374110.3623,6388497.027,AM1
937,377892.3061,6392798.631,AM1
938,379942.2,6391947.546,AM1
939,373250.6767,6390139.416,AM1
940,379546.7743,6393994.074,AM1
941,378851.7984,6394792.878,AM1
942,379609.3303,6399009.941,AM1
943,378792.6293,6377228.401,AM1
944,374971.6435,6386332.33,AM1
945,372864.2363,6391228.924,AM1
946,374022.2862,6389007.09,AM1
947,375981.0394,6383016.22,AM1
948,376364.3849,6381598.35,AM1
949,371172.0633,6392465.756,AM1
950,376566.0414,6380233.654,AM1
951,375807.5725,6382489.573,AM1
952,383115.2375,6394687.351,AM1
953,371714.0144,6391927.185,AM1
954,377842.4611,6379122.849,AM1
955,374112.9105,6388518.128,AM1
956,379683.4302,6392080.812,AM1
957,375900.4149,6383164.908,AM1
958,371905.0577,6391887.504,AM1
959,377906.3347,6393339.905,M2
960,381182.9821,6392181.943,M2
961,381206.8568,6391516.946,M2
962,375522.6492,6385402.265,M2
963,379631.1066,6399463.701,M2
964,380746.4007,6392586.992,M2
965,375393.7558,6384384.953,M2
966,379272.3394,6393166.915,M2
967,381404.3172,6392827.681,M2
968,376249.9926,6391713.929,M2
969,382450.3482,6390404.03,M2
970,374478.0594,6387090.112,M2
971,381106.3321,6391368.278,M2
972,379781.3621,6392988.997,M2
973,383115.2375,6394687.351,M2
974,377492.809,6379504.419,M2
975,377313.302,6380528.989,M2
976,376359.7977,6390578.743,M2
977,376386.884,6391119.078,M2
978,378559.054,6392310.019,M2
979,375611.9925,6386359.2,M2
980,381528.5139,6390431.928,M2
981,382931.8722,6395033.363,M2
982,379546.7743,6393994.074,M2
983,379942.2,6391947.546,M2
984,378545.2184,6376462.495,M2
985,377265.7742,6380202.404,M2
986,377842.4611,6379122.849,M2
987,374070.9714,6389164.052,M2
988,375900.4149,6383164.908,M2
989,374009.6919,6389632.317,M2
990,376364.3849,6381598.35,M2
991,375052.9277,6384938.427,JM
992,379070.4497,6393715.549,JM
993,379069.7163,6400605.645,JM
994,371890.2174,6391654.456,JM
995,375044.3973,6386739.078,JM
996,377299.9397,6379637.317,JM
997,373116.8326,6391144.542,JM
998,375997.4604,6392172.064,JM
999,379445.232,6400079.062,JM
1000,379599.3506,6397888.825,JM
1001,373299.552,6391462.885,JM
1002,378845.3075,6400597.386,JM
1003,373179.3519,6391320.534,JM
1004,373082.8704,6391165.733,JM
1005,373599.4256,6390240.312,JM
1006,378881.7361,6400692.075,JM
1007,379694.6979,6398706.048,JM
1008,378039.0135,6376857.687,JM
1009,374112.9105,6388518.128,JM
1010,373007.7048,6390575.426,JM
1011,373074.2325,6391099.647,JM
1012,374474.2969,6387760.914,JM
1013,379744.0198,6397104.427,JM
1014,372950.5676,6391082.548,JM
1015,379812.4604,6397035.396,JM
1016,375696.0752,6382482.635,JM
1017,378901.9028,6400655.729,JM
1018,373194.3296,6391249.759,JM
1019,376566.0414,6380233.654,JM
1020,378708.7481,6395517.411,JM
1021,376109.95,6392183.441,JM
1022,375527.7458,6384095.005,JM
1023,375194.7975,6384096.378,JM
1024,373154.6566,6391196.03,JM
1025,379649.7823,6399472.796,JM
1026,371898.7734,6391865.246,JM
1027,373120.5785,6391071.406,JM
1028,378559.054,6392310.019,JM
1029,375981.0394,6383016.22,JM
1030,377502.8165,6379377.026,JM
1031,379167.4415,6400291.927,JM
1032,375900.4149,6383164.908,JM
1033,376534.9639,6382660.521,JM
1034,377737.7595,6376892.79,JM
1035,379611.0915,6399487.853,JM
1036,375527.5403,6382987.269,JM
1037,375527.7458,6384095.005,JM
1038,378545.2184,6376462.495,JM
1039,379665.753,6397053.589,JM
1040,373183.4339,6391073.315,JM
1041,378902.8022,6400891.914,JM
1042,375527.5403,6382987.269,M1
1043,378039.0135,6376857.687,M1
1044,376364.3849,6381598.35,M1
1045,376489.43,6380438.947,M1
1046,373994.4235,6390246.421,M1
1047,377265.7742,6380202.404,M1
1048,375223.1843,6384973.829,M1
1049,374619.9097,6385659.274,M1
1050,375044.3973,6386739.078,M1
1051,377114.6571,6377793.239,M1
1052,379665.0458,6397346.304,M1
1053,376872.4719,6379789.484,M1
1054,377313.302,6380528.989,M1
1055,377872.3634,6378977.959,M1
1056,375981.0394,6383016.22,M1
1057,377737.7595,6376892.79,M1
1058,377261.4449,6378732.027,M1
1059,375527.7458,6384095.005,M1
1060,376004.4976,6382864.601,M1
1061,376326.7322,6382288.69,M1
1062,376717.3845,6379973.846,M1
1063,377872.3634,6378977.959,M1
1064,374009.6919,6389632.317,M1
1065,378545.2184,6376462.495,M1
1066,382450.3482,6390404.03,M1
1067,374355.0189,6386871.227,M1
1068,377506.7829,6379207.422,M1
1069,377842.4611,6379122.849,M1
1070,379609.3303,6399009.941,M1
1071,375900.4149,6383164.908,M1
1072,378792.6293,6377228.401,M1
1073,379683.4302,6392080.812,M1
1074,379696.6679,6399244.948,AF1
1075,379625.4524,6396891.219,AF1
1076,379597.0641,6398936.612,AF1
1077,378964.3061,6400311.647,AF1
1078,379643.4758,6399060.247,AF1
1079,379541.6422,6400029.219,AF1
1080,379505.4909,6394070.084,AF1
1081,378848.2303,6390834.377,AF1
1082,379595.4965,6398520.794,AF1
1083,379628.1561,6397758.333,AF1
1084,379695.6588,6399016.523,AF1
1085,379532.1874,6399644.353,AF1
1086,379585.3546,6399831.271,AF1
1087,379582.783,6397860.905,AF1
1088,378901.9028,6400655.729,AF1
1089,379031.5804,6401273.789,AF1
1090,378902.8022,6400891.914,AF1
1091,378845.6149,6400882.351,AF1
1092,379656.8682,6397869.559,AF1
1093,379635.4767,6399412.749,AF1
1094,379608.1959,6399104.175,AF1
1095,379552.4457,6397417.019,AF1
1096,379626.6095,6398588.805,AF1
1097,379716.4272,6398851.562,AF1
1098,379604.1582,6398893.454,AF1
1099,379520.1122,6399867.075,AF1
1100,379378.323,6400097.105,AF1
1101,379672.3139,6397756.647,AF1
1102,378933.8513,6396621.186,AF1
1103,379649.7823,6399472.796,AF1
1104,379604.1375,6399207.244,AF1
1105,379681.3231,6398100.483,AF1
1106,379603.2624,6398499.82,AF1
1107,379707.7215,6398482.228,AF1
1108,379320.926,6400105.284,AF1
1109,379590.7746,6398288.998,AF1
1110,378844.8929,6395981.436,AF1
1111,378963.8789,6400657.587,AF1
1112,379155.3926,6400278.476,AF1
1113,378800.5677,6395997.53,AF1
1114,379611.0915,6399487.853,AF1
1115,379577.3342,6399873.308,AF1
1116,379640.6017,6398596.735,AF1
1117,379560.8164,6399840.954,AF1
1118,379167.4415,6400291.927,AF1
1119,377757.3669,6392014.154,AF1
1120,379052.3801,6400563.301,AF1
1121,379412.9752,6396601.477,AF1
1122,378847.9503,6400689.448,AF1
1123,379633.016,6398056.659,AF1
1124,378803.7609,6394883.217,AF1
1125,378869.3114,6400632.049,AF1
1126,379517.3735,6398067.463,AF1
1127,379626.9517,6398482.365,AF1
1128,379622.2512,6398170.736,AF1
1129,379025.1282,6400486.464,AF1
1130,378936.0375,6400707.146,AF1
1131,379225.268,6400248.273,AF1
1132,379683.4302,6392080.812,AF1
1133,383115.2375,6394687.351,AF1
1134,374435.5218,6391584.806,JM
1135,372906.512,6390415.572,JM
1136,373173.6415,6391105.347,JM
1137,373007.7048,6390575.426,JM
1138,379194.3414,6393872.282,JM
1139,379744.0198,6397104.427,JM
1140,379526.8691,6400007.974,JM
1141,375900.4149,6383164.908,JM
1142,373599.4256,6390240.312,JM
1143,384539.5959,6398813.058,JM
1144,380684.961,6393957.846,JM
1145,373074.2325,6391099.647,JM
1146,377088.7605,6392499.364,JM
1147,379187.3789,6400274.427,JM
1148,378803.7609,6394883.217,JM
1149,371342.2683,6392296.08,JM
1150,373293.897,6391021.494,JM
1151,379070.4497,6393715.549,JM
1152,379117.0328,6400265.815,JM
1153,373179.3519,6391320.534,JM
1154,378881.7361,6400692.075,JM
1155,379614.2794,6394156.774,JM
1156,378708.7481,6395517.411,JM
1157,376109.95,6392183.441,JM
1158,371469.6944,6392167.987,JM
1159,378914.7036,6399753.321,JM
1160,373082.8704,6391165.733,JM
1161,378901.9028,6400655.729,JM
1162,372950.5676,6391082.548,JM
1163,379812.4604,6397035.396,JM
1164,379560.8164,6399840.954,JM
1165,379611.0915,6399487.853,JM
1166,379069.7163,6400605.645,JM
1167,373194.3296,6391249.759,JM
1168,379520.1122,6399867.075,JM
1169,378845.3075,6400597.386,JM
1170,371832.4282,6391915.401,JM
1171,379167.4415,6400291.927,JM
1172,378902.8022,6400891.914,JM
1173,379990.7793,6391888.254,AM2
1174,380254.9068,6393810.77,AM2
1175,381024.2413,6392349.698,AM2
1176,381265.0459,6393646.537,AM2
1177,373443.4836,6386633.481,AM2
1178,371531.6792,6392092.275,AM2
1179,371440.7692,6392227.492,AM2
1180,375531.0173,6385033.125,AM2
1181,374070.9714,6389164.052,AM2
1182,375027.8218,6384995.772,AM2
1183,378805.4661,6395903.341,AM2
1184,379716.6611,6393372.973,AM2
1185,372336.1033,6391649.084,AM2
1186,376004.4976,6382864.601,AM2
1187,377252.8338,6393735.499,AM2
1188,376798.1908,6380563.643,AM2
1189,378708.9355,6392565.76,AM2
1190,382345.7129,6391796.556,AM2
1191,375194.7975,6384096.378,AM2
1192,381229.2894,6392549.508,AM2
1193,373183.4339,6391073.315,AM2
1194,378851.7984,6394792.878,AM2
1195,379546.7743,6393994.074,AM2
1196,379942.2,6391947.546,AM2
1197,373194.3619,6391025.773,AM2
1198,376364.3849,6381598.35,AM2
1199,381182.9821,6392181.943,AM2
1200,372808.6146,6390586.195,AM2
1201,376717.3845,6379973.846,AM2
1202,382122.5153,6394007.078,AM2
1203,371714.0144,6391927.185,AM2
1204,377335.0099,6390259.25,AM2
1205,374355.0189,6386871.227,AM2
1206,371905.0577,6391887.504,AM2
1207,372001.091,6391791.158,AM2
1208,379635.0509,6393835.471,JM
1209,373116.8326,6391144.542,JM
1210,373086.3333,6391402.514,JM
1211,373100.8241,6391148.774,JM
1212,375997.4604,6392172.064,JM
1213,380684.961,6393957.846,JM
1214,373443.4836,6386633.481,JM
1215,379599.3506,6397888.825,JM
1216,379528.3156,6399965.857,JM
1217,379131.5662,6400384.632,JM
1218,379672.3139,6397756.647,JM
1219,378881.7361,6400692.075,JM
1220,379694.6979,6398706.048,JM
1221,374238.628,6391047.867,JM
1222,372950.5676,6391082.548,JM
1223,373007.7048,6390575.426,JM
1224,378803.7609,6394883.217,JM
1225,379295.8251,6400161.53,JM
1226,374474.2969,6387760.914,JM
1227,379744.0198,6397104.427,JM
1228,378914.7036,6399753.321,JM
1229,371890.2174,6391654.456,JM
1230,378663.9849,6393792.668,JM
1231,378932.9527,6400962.133,JM
1232,378930.1974,6396225.298,JM
1233,379069.7163,6400605.645,JM
1234,373082.8704,6391165.733,JM
1235,379520.1122,6399867.075,JM
1236,379288.5096,6396566.71,JM
1237,373074.2325,6391099.647,JM
1238,379595.4965,6398520.794,JM
1239,373154.6566,6391196.03,JM
1240,379614.2794,6394156.774,JM
1241,379812.4604,6397035.396,JM
1242,379445.232,6400079.062,JM
1243,379611.0915,6399487.853,JM
1244,378901.9028,6400655.729,JM
1245,379167.4415,6400291.927,JM
1246,375900.4149,6383164.908,JM
1247,373194.3296,6391249.759,JM
1248,379649.7823,6399472.796,JM
1249,371898.7734,6391865.246,JM
1250,372906.512,6390415.572,JM
1251,373120.5785,6391071.406,JM
1252,376566.0414,6380233.654,JM
1253,379604.1375,6399207.244,JM
1254,373293.897,6391021.494,JM
1255,378845.3075,6400597.386,JM
1256,373183.4339,6391073.315,JM
1257,385634.6068,6394306.275,M1
1258,378806.4286,6377940.443,M1
1259,376409.1898,6381765.233,M1
1260,377220.065,6380184.098,M1
1261,377737.7595,6376892.79,M1
1262,383598.303,6394883.705,M1
1263,374070.9714,6389164.052,M1
1264,379665.0458,6397346.304,M1
1265,377265.7742,6380202.404,M1
1266,377506.7829,6379207.422,M1
1267,376717.3845,6379973.846,M1
1268,376872.4719,6379789.484,M1
1269,378792.6293,6377228.401,M1
1270,377053.6853,6380068.938,M1
1271,383115.2375,6394687.351,M1
1272,382450.3482,6390404.03,M1
1273,374342.5036,6388242.707,M1
1274,375997.7532,6382127.137,M1
1275,382728.9433,6394965.563,M1
1276,379721.1865,6396816.973,M1
1277,375807.5725,6382489.573,M1
1278,376416.1013,6382567.011,M1
1279,381110.0591,6391370.54,M1
1280,376739.0551,6390340.606,M1
1281,382931.8722,6395033.363,M1
1282,378559.054,6392310.019,M1
1283,372808.6146,6390586.195,M1
1284,376418.2625,6394496.942,M1
1285,376917.0217,6392268.83,M1
1286,379058.2036,6401325.115,M1
1287,379501.3291,6399866.849,M1
1288,376359.7977,6390578.743,M1
1289,382450.3482,6390404.03,M1
1290,376423.6983,6392465.647,M1
1291,376139.5158,6391465.289,M1
1292,378156.9402,6390268.219,M1
1293,377335.0099,6390259.25,M1
1294,379594.9579,6399579.689,M1
1295,379611.0915,6399487.853,M1
1296,375027.8218,6384995.772,M1
1297,379123.2855,6396330.755,M1
1298,377842.4611,6379122.849,M1
1299,379609.3303,6399009.941,M1
1300,378545.2184,6376462.495,M1
1301,379683.4302,6392080.812,M1
1302,374009.6919,6389632.317,M1
1303,381265.0459,6393646.537,M1
1304,378545.2184,6376462.495,M1
1305,376249.9926,6391713.929,M1
1306,382450.3482,6390404.03,M1
1307,379973.6785,6391749.448,M1
1308,382474.8565,6391907.849,M1
1309,379657.348,6391831.015,M1
1310,380892.2101,6392402.454,M1
1311,380939.606,6392678.003,M1
1312,382021.074,6390995.495,M1
1313,378156.9402,6390268.219,M1
1314,382587.4298,6392709.725,M1
1315,374009.6919,6389632.317,M1
1316,376139.5158,6391465.289,M1
1317,375527.5403,6382987.269,M1
1318,381206.8568,6391516.946,M1
1319,378708.9355,6392565.76,M1
1320,374111.9799,6387478.022,M1
1321,382345.7129,6391796.556,M1
1322,374558.6575,6386724.101,M1
1323,377737.7595,6376892.79,M1
1324,377842.4611,6379122.849,M1
1325,379683.4302,6392080.812,M1
1326,383115.2375,6394687.351,M1
1327,378748.2331,6391031.639,M1
1328,378988.0569,6400600.222,AF1
1329,379580.5878,6398666.976,AF1
1330,379583.8983,6399718.156,AF1
1331,379710.963,6397198.277,AF1
1332,379640.6017,6398596.735,AF1
1333,379707.7215,6398482.228,AF1
1334,380585.652,6391588.254,AF1
1335,378924.0177,6401234.789,AF1
1336,379052.3801,6400563.301,AF1
1337,382040.4813,6394673.604,AF1
1338,379697.1095,6398661.726,AF1
1339,379838.3095,6397072.297,AF1
1340,378852.016,6400663.995,AF1
1341,373107.9494,6391031.327,AF1
1342,375611.9925,6386359.2,AF1
1343,372790.454,6389361.798,AF1
1344,378845.3075,6400597.386,AF1
1345,371855.2557,6391804.255,AF1
1346,374146.3494,6391146.498,AF1
1347,373120.5785,6391071.406,AF1
1348,379679.0896,6397349.799,AF1
1349,373152.5324,6391141.67,AF1
1350,379201.0612,6400619.428,AF1
1351,379025.1282,6400486.464,AF1
1352,377654.5172,6394279.315,AF1
1353,374971.6435,6386332.33,AF1
1354,379517.9369,6397786.943,AF1
1355,378936.0375,6400707.146,AF1
1356,378822.1221,6400572.712,AF1
1357,374022.2862,6389007.09,AF1
1358,379604.1375,6399207.244,AF1
1359,379378.323,6400097.105,AF1
1360,379626.9517,6398482.365,AF1
1361,379526.5528,6396682.681,AF1
1362,379744.0198,6397104.427,AF1
1363,379022.4408,6401174.995,AF1
1364,373179.3519,6391320.534,AF1
1365,378869.3114,6400632.049,AF1
1366,379622.2512,6398170.736,AF1
1367,379520.1122,6399867.075,AF1
1368,371180.285,6392265.16,AF1
1369,376386.884,6391119.078,AF1
1370,373652.2569,6389403.807,M1
1371,374619.9097,6385659.274,M1
1372,374947.5169,6386012.68,M1
1373,375030.092,6385636.711,M1
1374,375355.0618,6384853.509,M1
1375,375696.0752,6382482.635,M1
1376,375527.7458,6384095.005,M1
1377,375194.7975,6384096.378,M1
1378,375172.3918,6384985.389,M1
1379,374478.0594,6387090.112,M1
1380,377053.6853,6380068.938,M1
1381,377502.8165,6379377.026,M1
1382,373120.5785,6391071.406,M1
1383,375044.3973,6386739.078,M1
1384,376566.0414,6380233.654,M1
1385,376364.3849,6381598.35,M1
1386,377663.0888,6379302.491,M1
1387,376386.884,6391119.078,M1
1388,375807.5725,6382489.573,M1
1389,376326.7322,6382288.69,M1
1390,377313.302,6380528.989,M1
1391,374112.9105,6388518.128,M1
1392,377737.7595,6376892.79,M1
1393,373890.0224,6388930.016,M1
1394,375527.5403,6382987.269,M1
1395,373082.8704,6391165.733,M1
1396,373007.7048,6390575.426,M1
1397,374009.6919,6389632.317,M1
1398,378545.2184,6376462.495,M1
1399,377842.4611,6379122.849,M1
1400,378792.6293,6377228.401,M1
1401,379683.4302,6392080.812,M1
1402,375900.4149,6383164.908,M1
1403,375981.0394,6383016.22,M1
1404,375648.2648,6384582.184,M1
1405,381106.3321,6391368.278,M1
1406,377335.0099,6390259.25,M1
1407,373216.248,6391075.95,M1
1408,376092.0892,6391581.127,M1
1409,374973.0445,6386743.727,M1
1410,376179.9146,6381579.421,M1
1411,371619.4687,6392053.487,M1
1412,372961.1139,6391212.417,M1
1413,376788.6741,6392401.414,M1
1414,381110.0591,6391370.54,M1
1415,379942.2,6391947.546,M1
1416,373250.6767,6390139.416,M1
1417,382450.3482,6390404.03,M1
1418,374355.0189,6386871.227,M1
1419,376671.618,6381017.807,M1
1420,372864.2363,6391228.924,M1
1421,373432.8085,6389541.846,M1
1422,374845.8743,6387607.025,M1
1423,378357.9856,6376905.955,M1
1424,379665.0458,6397346.304,M1
1425,379123.2855,6396330.755,M1
1426,379594.9579,6399579.689,M1
1427,376386.884,6391119.078,M1
1428,377261.4449,6378732.027,M1
1429,375527.5403,6382987.269,M1
1430,376750.5807,6381832.676,M1
1431,376566.0414,6380233.654,M1
1432,373083.0376,6391145.221,M1
1433,378562.5212,6378418.698,M1
1434,377737.7595,6376892.79,M1
1435,376364.3849,6381598.35,M1
1436,378792.6293,6377228.401,M1
1437,375807.5725,6382489.573,M1
1438,374070.9714,6389164.052,M1
1439,374009.6919,6389632.317,M1
1440,376717.3845,6379973.846,M1
1441,379609.3303,6399009.941,M1
1442,377842.4611,6379122.849,M1
1443,379683.4302,6392080.812,M1
1444,377508.5411,6392863.783,AM2
1445,379614.2794,6394156.774,AM2
1446,376109.95,6392183.441,AM2
1447,382122.5153,6394007.078,AM2
1448,374566.3543,6390323.822,AM2
1449,374566.3543,6390323.822,AM2
1450,379851.9617,6391881.04,AM2
1451,374223.8291,6391253.924,AM2
1452,374290.3208,6391041.866,AM2
1453,376798.1908,6380563.643,AM2
1454,375194.7975,6384096.378,AM2
1455,378708.9355,6392565.76,AM2
1456,376187.1004,6391941.566,AM2
1457,374165.6689,6387906.714,AM2
1458,373183.4339,6391073.315,AM2
1459,373795.4844,6389208.248,AM2
1460,375883.9078,6382008.179,AM2
1461,374163.1766,6388772.687,AM2
1462,378869.7271,6400752.914,AM2
1463,374111.9799,6387478.022,AM2
1464,379288.5096,6396566.71,AM2
1465,377814.1483,6393662.551,AM2
1466,380684.961,6393957.846,AM2
1467,378805.4661,6395903.341,AM2
1468,382562.967,6392475.481,AM2
1469,371440.7692,6392227.492,AM2
1470,382474.8565,6391907.849,AM2
1471,371531.6792,6392092.275,AM2
1472,378851.7984,6394792.878,AM2
1473,372876.2796,6391241.275,AM2
1474,374070.9714,6389164.052,AM2
1475,379608.0739,6399504.449,AM2
1476,375900.4149,6383164.908,AM2
1477,371742.6926,6391959.711,AM2
1478,382375.6318,6393717.342,AM2
1479,382213.069,6393890.615,AM2
1480,379640.4915,6398761.945,AM2
1481,372808.6146,6390586.195,AM2
1482,375531.0173,6385033.125,AM2
1483,382587.4298,6392709.725,AM2
1484,375527.7458,6384095.005,AM2
1485,373083.0376,6391145.221,AM2
1486,373194.3296,6391249.759,AM2
1487,379065.6365,6400554.591,AM2
1488,373082.8704,6391165.733,AM2
1489,374009.6919,6389632.317,AM2
1490,374355.0189,6386871.227,AM2
1491,372181.75,6391682.59,AM2
1492,377842.4611,6379122.849,AM2
1493,372001.091,6391791.158,AM2
1494,371905.0577,6391887.504,AM2
1495,374111.9799,6387478.022,M2
1496,377872.3634,6378977.959,M2
1497,382480.6239,6394606.722,M2
1498,382120.9496,6393265.276,M2
1499,380454.8284,6393264.309,M2
1500,376228.2592,6381762.982,M2
1501,386077.448,6394410.019,M2
1502,377261.4449,6378732.027,M2
1503,384672.3915,6394550.227,M2
1504,376139.5158,6391465.289,M2
1505,376359.7977,6390578.743,M2
1506,378708.7481,6395517.411,M2
1507,382122.5153,6394007.078,M2
1508,377519.2745,6394896.375,M2
1509,377872.3634,6378977.959,M2
1510,378748.2331,6391031.639,M2
1511,383115.2375,6394687.351,M2
1512,380928.5524,6393053.755,M2
1513,379665.753,6397053.589,M2
1514,382474.8565,6391907.849,M2
1515,372906.512,6390415.572,M2
1516,377506.7829,6379207.422,M2
1517,379665.0458,6397346.304,M2
1518,381024.2413,6392349.698,M2
1519,382587.4298,6392709.725,M2
1520,375900.4149,6383164.908,M2
1521,377737.7595,6376892.79,M2
1543,378753.1319,6395032.292,M1
1544,378933.8513,6396621.186,M1
1545,377160.2093,6379490.332,M1
1546,380578.3151,6391887.543,M1
1547,383115.2375,6394687.351,M1
1548,379665.753,6397053.589,M1
1549,376416.1013,6382567.011,M1
1550,376671.618,6381017.807,M1
1551,381182.9821,6392181.943,M1
1552,372790.454,6389361.798,M1
1553,379520.1122,6399867.075,M1
1554,376423.6983,6392465.647,M1
1555,376139.5158,6391465.289,M1
1556,374070.9714,6389164.052,M1
1557,377335.0099,6390259.25,M1
1558,378156.9402,6390268.219,M1
1559,375807.5725,6382489.573,M1
1560,376750.5807,6381832.676,M1
1561,376386.884,6391119.078,M1
1562,379609.3303,6399009.941,M1
1563,377842.4611,6379122.849,M1
1564,379683.4302,6392080.812,M1
1565,371445.433,6392229.77,AM2
1566,383052.6148,6396989.569,AM2
1567,379012.914,6401185.968,AM2
1568,378805.4661,6395903.341,AM2
1569,375295.5182,6391861.714,AM2
1570,375223.1843,6384973.829,AM2
1571,374290.3208,6391041.866,AM2
1572,377814.1483,6393662.551,AM2
1573,376798.1908,6380563.643,AM2
1574,373194.3619,6391025.773,AM2
1575,371064.5964,6392719.403,AM2
1576,383660.1357,6393122.562,M2
1577,383569.6004,6393319.979,M2
1578,379665.753,6397053.589,M2
1579,381206.8568,6391516.946,M2
1580,386226.1593,6394458.283,M2
1581,379933.1495,6391919.716,M2
1582,378748.2331,6391031.639,M2
1583,386149.5833,6394423.038,M2
1584,383115.2375,6394687.351,M2
1585,381404.3172,6392827.681,M2
1586,381707.1193,6393571.952,M2
1587,378156.9402,6390268.219,M2
1588,381024.2413,6392349.698,M2
1589,382122.5153,6394007.078,M2
1590,382931.8722,6395033.363,M2
1591,379123.2855,6396330.755,M2
1592,379665.0458,6397346.304,M2
1593,379683.4302,6392080.812,M2
1594,376326.7322,6382288.69,M1
1595,382021.074,6390995.495,M1
1596,377265.7742,6380202.404,M1
1597,377208.1439,6379252.524,M1
1598,374619.9097,6385659.274,M1
1599,377261.4449,6378732.027,M1
1600,377872.3634,6378977.959,M1
1601,373994.4235,6390246.421,M1
1602,378562.5212,6378418.698,M1
1603,376534.9639,6382660.521,M1
1604,375527.5403,6382987.269,M1
1605,376750.5807,6381832.676,M1
1606,376566.0414,6380233.654,M1
1607,376386.884,6391119.078,M1
1608,378792.6293,6377228.401,M1
1609,377842.4611,6379122.849,M1
1610,374009.6919,6389632.317,M1
1611,383740.8566,6393203.335,M2
1612,378761.6887,6395642.24,M2
1613,383078.6201,6395008.471,M2
1614,384672.3915,6394550.227,M2
1615,377446.4538,6392569.184,M2
1616,382192.4758,6391182.69,M2
